Region,Frequency,Exposure (EVY),Non_Area_Related_Veh_Risk,Location_Type,Local_Authority_Code,Density,Traffic_Flow,Distance_Travelled,Averaged_Density,Distance_Travelled_2,Local_Crimes,Young,Mid,Old,Points_Per_License_Avg,Avg_Drivers,Avg_Pts,Points_Per_License,Drivers,Pts,Local_Schools,Local_CMCs,Nearest_CMC,Nearest_School,Nearest_Incidents,Nearest_Crimes,Local_Incidents_Sev1,Local_Incidents_Sev2,Local_Incidents_Sev3,Incident_Severity_Ratio1,Incident_Severity_Ratio2
4880,0.014068221,71.08219178,0.031524226,Urban city and town,40,14.5,1406,4.584615552,18.8756462,4.323967293,1259.367589,0.236484322,0.681238868,0.107643614,0.301726534,15661589350,4725517065,0.310041287,25674,7960,16.66403162,4,1675.780219,531.9030857,1538.180723,18042.57052,2,172.4229249,2015.869565,0.000915266,0.079765521
4881,0.074353229,13.44931506,0.033393873,Rural town and fringe,40,2.2,1406,6.461610212,2.2,6.461610212,143.3584906,0.236484322,0.681238868,0.107643614,0.304991434,14890100917,4541353233,0.276154857,19786,5464,0,8,9132.359601,3835.221469,8747.002617,6048.123559,10.0754717,355.2830189,2958.981132,0.003031504,0.109910033
4882,0.017447419,57.31506851,0.02646521,Rural town and fringe,141,2.2,9060.353488,7.826928606,2.2,7.826928606,1593.376744,0.227570498,0.681437642,0.120179116,0.304991434,14890100917,4541353233,0.276154857,19786,5464,3.186046512,19.54883721,6187.697651,694.1840778,5960.428751,14141.67921,33.15348837,752.544186,7493.037209,0.003829629,0.09574053
4883,0.044971508,88.94520547,0.024584066,Rural town and fringe,40,2.2,1456.428571,6.470605231,2.2,6.470605231,981.2818533,0.236425596,0.681240177,0.107726201,0.304991434,14890100917,4541353233,0.276154857,19786,5464,3.992277992,10.93822394,5070.615283,2159.366369,4906.245801,11769.85046,17.23166023,534.6061776,4984.733591,0.003118603,0.099872279
4884,0.034123843,87.91506849,0.026631884,Rural town and fringe,40,2.2,1406,6.461610212,2.2,6.461610212,804.011194,0.236484322,0.681238868,0.107643614,0.304991434,14890100917,4541353233,0.276154857,19786,5464,1.839552239,10.02985075,6311.206624,3052.120892,6468.231194,8922.289522,18.00746269,500.391791,4385.895522,0.003703321,0.106073628
4885,0.061416793,16.28219179,0.046102854,Urban city and town,40,41.7,1406,3.54723024,29.82127962,3.874270065,917.0117647,0.236484322,0.681238868,0.107643614,0.300958179,14285082876,4299212529,0.362105697,14551,5269,8.741176471,2,2438.930395,405.8654345,4493.829101,16042.59731,1.023529412,114.5058824,1347.670588,0.000699427,0.07895327
4886,0.042011971,23.80273971,0.03168972,Urban city and town,40,41.7,1406,3.54723024,29.82127962,3.874270065,1451.280952,0.236484322,0.681238868,0.107643614,0.300958179,14285082876,4299212529,0.362105697,14551,5269,24.12380952,2,1133.398837,562.9973526,843.7376112,16621.41036,1,131.4428571,1736.457143,0.000539572,0.071206433
4887,0,82.58904109,0.023583478,Urban city and town,40,41.7,1406,3.54723024,29.82127962,3.874270065,1462.625,0.236484322,0.681238868,0.107643614,0.300958179,14285082876,4299212529,0.362105697,14551,5269,26.28571429,2,2078.438591,283.103967,962.4622957,17476.42432,1.022321429,136.1517857,1914.888393,0.00049792,0.066854983
4888,0.026846131,74.4986301,0.023037152,Urban city and town,40,41.7,1406,3.54723024,29.82127962,3.874270065,1487.774869,0.236484322,0.681238868,0.107643614,0.300958179,14285082876,4299212529,0.362105697,14551,5269,25.06806283,2,1809.392708,369.7727154,1041.615351,19460.06115,1.109947644,143.9424084,1954.267016,0.00052649,0.069095909
4889,0.024352003,82.12876701,0.0267872,Urban city and town,40,28.9,1406,3.905008844,28.71535907,3.911289614,1167.50463,0.236484322,0.681238868,0.107643614,0.296556107,13016909404,3860243982,0.299656751,34960,10476,19.10648148,2,3381.213625,558.6762071,1763.611754,22271.83247,2.375,157.3888889,2095.50463,0.001049885,0.070796938
4890,0.044595131,89.69589036,0.025239133,Urban city and town,40,28.9,1406,3.905008844,28.71535907,3.911289614,1335.415179,0.236484322,0.681238868,0.107643614,0.296556107,13016909404,3860243982,0.299656751,34960,10476,22.21428571,2,2507.36689,551.120204,1290.677902,19053.86585,1.879464286,146.9241071,2020.65625,0.000855253,0.06851198
4891,0,130.0356165,0.023449975,Urban city and town,40,28.9,2316.174216,4.066177533,28.71535907,4.072466383,759.7700348,0.233829976,0.682828601,0.109196309,0.296556107,13016909404,3860243982,0.299656751,34960,10476,11.51567944,2.139372822,2784.172296,514.2979364,2110.665741,26147.81211,3.881533101,177.010453,2256.993031,0.001500958,0.073763607
4892,0.044397412,112.619178,0.029404704,Urban city and town,40,28.9,8247.47619,5.116460158,28.71535907,5.122801663,1221.277778,0.21012845,0.698209849,0.120925611,0.296556107,13016909404,3860243982,0.299656751,34960,10476,10.41269841,3.047619048,4096.758683,558.4428184,1913.412551,23967.39051,7.988095238,237.4206349,2736.992063,0.00241341,0.080641834
4893,0.028610621,69.90410961,0.029921119,Urban city and town,147,11.6,14467,7.129421878,10.14474052,7.263371064,878,0.17796639,0.720069444,0.135063373,0.289370901,13261039018,3837358804,0.264827383,6778,1795,7.824786325,8.829059829,8853.006565,477.5052553,2278.251685,5685.578488,23.89316239,472.4102564,4999.547009,0.0043476,0.090312023
4894,0,73.6904109,0.022897563,Urban city and town,40,32.2,1406,3.799181158,32.07063634,3.803116803,1173.46371,0.236484322,0.681238868,0.107643614,0.299852036,13682633562,4102765535,0.284790216,28291,8057,17.66532258,2,2179.710355,397.2335661,1049.77267,15236.96261,1,124.2096774,1530.745968,0.00060461,0.075708533
4895,0.041546911,96.27671231,0.025346053,Urban city and town,40,32.2,1406,3.799181158,32.07063634,3.803116803,957.1935484,0.236484322,0.681238868,0.107643614,0.299852036,13682633562,4102765535,0.284790216,28291,8057,13.95391705,2,3199.592184,717.3113578,1614.22333,15194.66291,1.050691244,127.8801843,1648.870968,0.000592418,0.072664767
4896,0.020512532,48.75068495,0.034566993,Urban city and town,40,32.2,3217.930636,4.119740854,32.07063634,4.12368774,908.1213873,0.231200178,0.684403632,0.110734644,0.299852036,13682633562,4102765535,0.284790216,28291,8057,14.24855491,2.023121387,1271.586384,686.0898969,2280.382118,24055.69587,4.011560694,168.6705202,2209.612717,0.001531464,0.071557569
4897,0.061669295,48.64657534,0.024541458,Urban city and town,40,32.2,1406,3.799181158,32.07063634,3.803116803,1208.716867,0.236484322,0.681238868,0.107643614,0.299852036,13682633562,4102765535,0.284790216,28291,8057,19.12650602,2,2492.202125,593.0263299,861.79462,15043.70635,1,127.5903614,1710.23494,0.000544584,0.06999955
4898,0.024299314,41.15342459,0.026589199,Urban city and town,40,32.2,1406,3.799181158,32.07063634,3.803116803,1357.773399,0.236484322,0.681238868,0.107643614,0.299852036,13682633562,4102765535,0.284790216,28291,8057,23.62561576,2,1760.575314,535.4226783,1091.462495,15564.80748,1,127.4334975,1689.679803,0.00055164,0.070763948
4899,0.024349566,82.13698622,0.029451544,Urban city and town,40,25.8,1406,4.016313181,27.37101386,3.958299736,686.5046296,0.236484322,0.681238868,0.107643614,0.295486717,12258777478,3622305907,0.26853655,34405,9239,11.98148148,2,1355.303492,589.048776,1625.476648,23980.26266,3.273148148,168.25,2148.101852,0.001415454,0.073950602
4900,0.027082174,73.84931497,0.022023679,Urban city and town,40,25.8,1406,4.016313181,27.37101386,3.958299736,934.4035874,0.236484322,0.681238868,0.107643614,0.295486717,12258777478,3622305907,0.26853655,34405,9239,11.95067265,2,2583.632951,453.2758837,2087.737592,16825.41881,2.067264574,149.6008969,1892.215247,0.001008171,0.074247322
4901,0.032713421,61.1369863,0.032852507,Urban city and town,40,25.8,2100.734043,4.139436563,27.37101386,4.081370553,515.4361702,0.234693129,0.68226923,0.108703166,0.295486717,12258777478,3622305907,0.26853655,34405,9239,8.867021277,2.042553191,3087.085743,829.5682174,2305.272891,22391.839,5.468085106,168.0053191,1917.25,0.002598689,0.082899851
4902,0,67.34794516,0.032584808,Urban city and town,40,25.8,2178.078818,4.153143895,27.37101386,4.095072033,367.9359606,0.234493716,0.68238394,0.108821126,0.295486717,12258777478,3622305907,0.26853655,34405,9239,8.852216749,2,3053.845967,518.8520788,2160.870166,27234.72517,6.118226601,174.5073892,2018.073892,0.002811749,0.082258759
4903,0.015154661,65.98630136,0.027174264,Urban city and town,40,25.8,1406,4.016313181,27.37101386,3.958299736,407.053719,0.236484322,0.681238868,0.107643614,0.295486717,12258777478,3622305907,0.26853655,34405,9239,10.39669421,2,1793.588382,483.666685,2021.189724,27226.78653,3.756198347,176.5413223,2165.731405,0.001609865,0.076849228
4904,0.024217091,41.29315063,0.025074442,Rural hamlet and isolated dwellings,145,1.3,14467,9.317351064,11.33864433,7.152192181,397.1288344,0.201943065,0.701285381,0.128026815,0.277060242,8856199930,2453700897,0.270474617,15739,4257,2.411042945,2.717791411,14318.92621,2413.964446,7451.066811,42679.19702,19.84662577,310.1104294,2953.282209,0.006060222,0.100665573
4905,0.04387195,68.38082184,0.029900071,Rural hamlet and isolated dwellings,145,1.3,14363.34127,9.298856722,11.33864433,7.133748747,809.0833333,0.202306208,0.701056901,0.127817439,0.277060242,8856199930,2453700897,0.270474617,15739,4257,3.654761905,5.436507937,6164.33064,1100.458317,4876.122156,36062.42,14.91666667,338.3769841,3419.738095,0.003997314,0.093326388
4906,0.012884778,77.61095895,0.023765832,Rural town and fringe,145,1.3,14467,9.317351064,11.33864433,7.152192181,628.256705,0.202725315,0.700675613,0.127608429,0.277060242,8856199930,2453700897,0.270474617,15739,4257,3.528735632,4.651340996,10172.373,2064.760609,3392.006217,40230.53684,15.75478927,319.1762452,3218.022989,0.004493194,0.09399924
4907,0.075541988,52.95068494,0.025790948,Rural town and fringe,145,1.3,14467,9.317351064,11.33864433,7.152192181,612.6813187,0.202809903,0.700609677,0.127563188,0.277060242,8856199930,2453700897,0.270474617,15739,4257,3.406593407,2.60989011,15740.1444,829.2627992,3884.059063,25157.33851,17.84615385,272.0164835,2682.934066,0.006040677,0.09758825
4908,0.192815637,10.37260272,0.0537714,Urban city and town,34,17.6,2476,4.953583826,17.88353952,4.937715719,559.8148148,0.225192181,0.711777949,0.082851966,0.26989255,9058934323,2444938881,0.430260721,7019,3020,7.518518519,5,1859.501054,1183.474409,2006.137438,21410.57632,25.66666667,181.4814815,1526.925926,0.014785628,0.1194416
4909,0.030564395,32.71780819,0.040377515,Urban city and town,34,17.6,2476,4.953583826,17.88353952,4.937715719,525.864,0.225192181,0.711777949,0.082851966,0.26989255,9058934323,2444938881,0.430260721,7019,3020,5.048,5,2085.678282,560.5859738,2023.867287,15669.09342,21,176.576,1501.088,0.012365615,0.11629989
4910,0.012593155,158.8164383,0.034701218,Urban city and town,34,17.6,2476,4.953583826,17.88353952,4.937715719,777.4285714,0.225192181,0.711777949,0.082851966,0.26989255,9058934323,2444938881,0.430260721,7019,3020,10.93031359,5,868.5747872,672.0621595,1800.215202,16354.58521,21.03484321,172.4529617,1468.038328,0.012661209,0.116438981
4911,0,33.49589037,0.024010153,Urban city and town,34,13.1,2476,5.247064248,17.56034187,4.955823767,954.2048193,0.225192181,0.711777949,0.082851966,0.269662655,8908774267,2402363726,0.268623025,443,119,21.53012048,5,1989.906544,932.8336238,1727.266473,34133.79783,22.28915663,171.0240964,1485.53012,0.013274426,0.115136993
4912,0,72.06575333,0.028906341,Urban city and town,34,30.6,2476,4.405682523,22.55335505,4.707583348,387.2721088,0.225192181,0.711777949,0.082851966,0.265223374,7565433802,2006529881,0.198037291,5095,1009,10.33333333,5,2558.89607,420.4225403,1676.696183,25045.02145,16.0952381,173.1428571,1221.013605,0.011413224,0.13418356
4913,0,19.96712325,0.019623839,Urban city and town,34,30.6,2476,4.405682523,22.55335505,4.707583348,514.5294118,0.225192181,0.711777949,0.082851966,0.265223374,7565433802,2006529881,0.198037291,5095,1009,10.82352941,5,1878.847453,672.7386948,2241.640194,22256.51491,16,164.4117647,1221.411765,0.011413738,0.128698347
4914,0,1.26849314,0.015180026,Urban city and town,34,30.6,2476,4.405682523,22.55335505,4.707583348,625.96,0.225192181,0.711777949,0.082851966,0.265223374,7565433802,2006529881,0.198037291,5095,1009,13.64,5,1850.073162,930.3582334,2496.810358,21872.15089,17.32,165.12,1221.28,0.012334192,0.129962196
4915,0.019062541,104.9178082,0.030953931,Urban city and town,34,18.6,2476,4.898722094,22.5134419,4.709338662,587.0930233,0.225192181,0.711777949,0.082851966,0.265325355,7921029130,2101649864,0.26989899,7425,2004,14.93023256,5,645.5821329,337.2611198,1715.486576,17679.82198,16.22325581,176.7488372,1233.693023,0.011370903,0.135257637
4916,0.014946153,66.90684928,0.02896189,Urban city and town,34,18.6,2476,4.898722094,22.5134419,4.709338662,648.8375,0.225192181,0.711777949,0.082851966,0.265325355,7921029130,2101649864,0.26989899,7425,2004,15.925,5,1177.567168,525.1847423,1794.168884,18974.54604,17.5375,170.9875,1247.775,0.012199309,0.131278762
4917,0.079461342,88.09315061,0.031402756,Urban city and town,34,31.4,2476,4.380193746,23.0235879,4.687136119,780.3103448,0.225192181,0.711777949,0.082851966,0.266169301,8411173839,2238796262,0.228632297,11735,2683,21.14655172,5,1511.185049,583.4342963,2351.301185,13694.8236,18.45689655,169.0689655,1277.224138,0.012599173,0.128020894
4918,0.029117307,137.3753426,0.027583229,Urban city and town,34,31.4,2476,4.380193746,23.0235879,4.687136119,866.6149425,0.225192181,0.711777949,0.082851966,0.266169301,8411173839,2238796262,0.228632297,11735,2683,23.04597701,5,2184.81718,394.7492979,1816.978919,13778.10465,18.98275862,158.3103448,1301.793103,0.012834188,0.119874943
4919,0.078791149,50.76712329,0.028288591,Urban city and town,34,31.4,2476,4.380193746,23.0235879,4.687136119,991.3983051,0.225192181,0.711777949,0.082851966,0.266169301,8411173839,2238796262,0.228632297,11735,2683,25.58474576,5,1506.029562,318.8843615,1396.321605,18077.00044,18.07627119,156.2457627,1323.525424,0.012067558,0.116404824
4920,0.027033032,36.99178081,0.03658094,Urban city and town,34,31.4,2476,4.380193746,23.0235879,4.687136119,896.3626374,0.225192181,0.711777949,0.082851966,0.266169301,8411173839,2238796262,0.228632297,11735,2683,23.92307692,5,1941.686116,378.9382076,1581.800257,17407.99406,18.96703297,157.021978,1304.384615,0.012811721,0.118891023
4921,0.034212068,116.9178082,0.028788905,Urban city and town,34,20.9,2476,4.783056082,18.84200455,4.885892019,651.8033708,0.225192181,0.711777949,0.082851966,0.267134183,8679216697,2318515465,0.257423293,12124,3121,17.02808989,5,2183.096894,485.3663337,2339.217449,8014.999212,22.20786517,171.7303371,1338.134831,0.014494537,0.12658893
4922,0.022513261,133.2547945,0.030667311,Urban city and town,34,20.9,2476,4.783056082,18.84200455,4.885892019,861.55,0.225192181,0.711777949,0.082851966,0.267134183,8679216697,2318515465,0.257423293,12124,3121,19.575,5,2533.647184,421.9390179,2036.930811,10196.49443,21.3625,169.6375,1334.04375,0.014005993,0.125254677
4923,0.021914683,91.26301362,0.025626779,Urban city and town,34,20.9,2476,4.783056082,18.84200455,4.885892019,1027.161538,0.225192181,0.711777949,0.082851966,0.267134183,8679216697,2318515465,0.257423293,12124,3121,23.10769231,5,2041.32707,272.4530197,1570.928098,12648.45279,21.79230769,164.0384615,1355.723077,0.014135839,0.120552514
4924,0,11.16712327,0.030415916,Urban city and town,34,12,2476,5.334327804,16.80605076,4.999425297,962.5535714,0.225192181,0.711777949,0.082851966,0.268288021,8885308275,2383821777,0.246268657,5360,1320,16.73214286,5,1334.106329,1073.955794,2076.797227,12155.90882,21,167.7857143,1429.178571,0.012980345,0.116685789
4925,0.03397245,29.43561645,0.034309753,Urban city and town,34,12,2476,5.334327804,16.80605076,4.999425297,789.7118644,0.225192181,0.711777949,0.082851966,0.268288021,8885308275,2383821777,0.246268657,5360,1320,17,5,1140.643238,589.0782186,1681.744738,6112.753905,23.54237288,173.559322,1375.084746,0.014952118,0.125399568
4926,0.011907869,83.97808218,0.033322155,Urban city and town,34,12,2476,5.334327804,16.80605076,4.999425297,808.2477064,0.225192181,0.711777949,0.082851966,0.268288021,8885308275,2383821777,0.246268657,5360,1320,16.19266055,5,776.3330115,594.3725107,2143.882442,5262.094174,22.39449541,169.4770642,1390.926606,0.014146492,0.121240484
4927,0.01563437,63.96164388,0.034267382,Urban city and town,34,2.4,2476,6.939899732,7.09970235,5.857210078,610.8109756,0.225192181,0.711777949,0.082851966,0.268648396,8751212880,2350999304,0.249551038,13921,3474,9.12195122,7.12804878,2171.351403,491.6177198,2453.606504,6583.100867,25.75,226.0304878,1635.591463,0.013632832,0.133595762
4928,0.034402319,116.271233,0.035077891,Urban city and town,34,2.4,2558.534562,6.956854072,7.09970235,5.874145915,462.843318,0.224186422,0.712364162,0.083413051,0.268648396,8751212880,2350999304,0.249551038,13921,3474,7.511520737,7.949308756,3726.427374,542.9636505,3190.664828,11752.86389,27.5437788,241.9539171,1637.695853,0.014562635,0.140938167
4929,0.028283611,70.71232875,0.032440016,Rural village,34,2.4,2476,6.939899732,7.09970235,5.857210078,307.8612717,0.225192181,0.711777949,0.082851966,0.268648396,8751212880,2350999304,0.249551038,13921,3474,3.849710983,8.404624277,4274.705904,790.9922089,6248.493026,10876.07542,27.06936416,248.8381503,1824.132948,0.012902203,0.131310457
4930,0.018239512,109.6520548,0.027501177,Rural village,55,1,6305.528302,8.746236332,13.52343718,6.143813459,336.9150943,0.187563395,0.725734605,0.114423337,0.271020769,9075004583,2459514725,0.308212901,14185,4372,4.943396226,5.580188679,7587.528423,930.1288119,6924.516281,39816.45334,29.54716981,202.2783019,1674.537736,0.015369286,0.122118956
4931,0,77.17534246,0.03373438,Urban city and town,34,1,2771.728302,7.921140673,13.52343718,5.321280815,284.6377358,0.207797567,0.716004926,0.100050805,0.271020769,9075004583,2459514725,0.308212901,14185,4372,5.098113208,5.120754717,5028.579971,792.2425668,4789.512048,36854.71395,32.93962264,214.1924528,1824.656604,0.015957366,0.119230211
4932,0.029890266,100.3671233,0.032293603,Rural village,53,1,3935.726776,8.199579555,13.52343718,5.598828263,359.2622951,0.198328018,0.71981938,0.10764224,0.271020769,9075004583,2459514725,0.308212901,14185,4372,2.666666667,6.945355191,7565.099803,1470.933174,5606.221928,35918.91052,35.7431694,237.147541,2114.590164,0.015090325,0.114621873
4933,0.036328349,110.1068493,0.032603545,Urban city and town,55,1.3,6342,8.492790152,1.3,8.492790152,99,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,5.76300578,7.167630058,6108.971854,430.0903765,3334.947145,41170.87916,31.62716763,372.6965318,2234.294798,0.011985027,0.15320923
4934,0.028048874,71.3041095,0.031681528,Rural village,55,1.3,6342,8.492790152,1.3,8.492790152,115.452381,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,1.061904762,7.204761905,9580.584023,1371.207938,9264.600498,17461.86831,34.12857143,361.9619048,2292.033333,0.012704823,0.147246938
4935,0.034873722,86.02465749,0.033509804,Rural town and fringe,55,1.3,6342,8.492790152,1.3,8.492790152,73.80465116,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,2.6,7.074418605,12893.47966,748.848325,6373.03628,19059.25004,39.66046512,354.6883721,2474.013953,0.013811513,0.137538918
4936,0.018437137,54.23835613,0.029549802,Rural village,55,1.3,6448.777778,8.508463939,1.3,8.508463939,129.0634921,0.189016483,0.723731783,0.115270496,0.272580692,5444150854,1483970405,0.281108202,22920,6443,1.925925926,7.624338624,3408.483804,1434.885768,11369.77527,30919.64015,29.23809524,367.6190476,2155.481481,0.011458539,0.155565134
4937,0,29.55342463,0.029051485,Rural village,55,1.3,6342,8.492790152,1.3,8.492790152,169.3666667,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,2.5,12.19166667,7065.187607,1718.915891,11430.50939,54180.69063,35.64166667,404.9583333,2337.266667,0.012807525,0.15885463
4938,0,1.99726027,0.025878262,Urban city and town,55,1.3,6342,8.492790152,1.3,8.492790152,112.8333333,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,5,8.666666667,7393.950508,1147.607642,8920.847399,47254.03065,34.16666667,389.5,2330.333333,0.012402436,0.153837628
4939,0.03282079,30.46849313,0.028728673,Urban city and town,55,1.3,6342,8.492790152,1.3,8.492790152,102.4038462,0.187205026,0.725867525,0.114724017,0.272580692,5444150854,1483970405,0.281108202,22920,6443,5.25,7,6750.197813,839.7228515,4025.731675,38101.1269,31.96153846,359.3076923,2213.759615,0.012272438,0.150196477
4940,0.011959763,83.61369861,0.031457836,Rural town and fringe,187,1.4,7723.737143,8.564240729,13.47609414,6.301601766,380.2628571,0.161712933,0.748363174,0.118814575,0.265834636,7394548556,1965727127,0.209959165,8816,1851,5.897142857,6.091428571,4825.015688,798.0842093,4304.159646,34358.4918,22.24571429,232.1142857,1492.051429,0.012709937,0.14541471
4941,0.055521752,72.04383557,0.031621631,Rural village,34,1.4,3272,7.642045876,13.47609414,5.38200558,258.2466667,0.215492195,0.71743165,0.088263324,0.265834636,7394548556,1965727127,0.209959165,8816,1851,4.773333333,8.446666667,4620.126677,585.9336294,5794.009644,23302.60035,21.93333333,235.5866667,1509.166667,0.012460067,0.145412782
4942,0.029450526,203.7315068,0.029006852,Urban city and town,34,21.5,2476,4.754992575,16.81457585,4.998921583,777.705314,0.225192181,0.711777949,0.082851966,0.270411968,8874641533,2399809280,0.299311927,7848,2349,16.47826087,5,3071.752626,495.605692,1311.653312,39499.5783,25.01449275,174.9565217,1511.444444,0.014592109,0.116826926
4943,0.014926289,267.9835617,0.028471263,Urban city and town,34,21.5,2499.864198,4.76076596,16.81457585,5.004702012,597.8271605,0.224957692,0.711864921,0.083048707,0.270411968,8874641533,2399809280,0.299311927,7848,2349,10.7345679,5,4315.914254,395.89769,1984.125797,44230.11866,27.04320988,173.345679,1515.592593,0.015741347,0.116760679
4944,0.029258517,170.8904109,0.030001648,Urban city and town,34,25.8,2796.497409,4.651841504,20.84035067,4.863440468,596.4248705,0.222042987,0.712945996,0.085494208,0.269077839,8612280136,2317373728,0.236288329,14969,3537,15.14507772,5,4517.910795,470.9337576,3043.959374,45054.42805,19.67357513,163.9170984,1442.860104,0.01202583,0.112840037
4945,0.072513126,96.53424653,0.030155738,Urban city and town,34,25.8,2476,4.57439126,20.84035067,4.785890308,865.0722892,0.225192181,0.711777949,0.082851966,0.269077839,8612280136,2317373728,0.236288329,14969,3537,22.59036145,5,2611.360899,390.6420823,2174.976136,38027.34272,20.62048193,163.4337349,1413.349398,0.012906037,0.115222621
4946,0.013904938,215.7506849,0.031325501,Urban city and town,34,25.8,2476,4.57439126,20.84035067,4.785890308,874.8536585,0.225192181,0.711777949,0.082851966,0.269077839,8612280136,2317373728,0.236288329,14969,3537,23.73577236,5,2925.744909,307.2762112,2462.676545,38875.19747,18.14227642,161.8902439,1395.634146,0.011511679,0.114254872
4947,0,25.26849311,0.027499934,Urban city and town,52,25.3,1270,3.935693212,20.45134395,4.144698716,715.8194444,0.216222528,0.691957065,0.124514561,0.27238776,7424133193,2022243013,0.315259759,17189,5419,27.79861111,4,877.0845386,305.1324204,604.5945952,16296.10128,7,108.5625,655.4791667,0.009080751,0.149899431
4948,0,64.56712324,0.027358747,Urban city and town,52,25.3,1270,3.935693212,20.45134395,4.144698716,680.1981567,0.216222528,0.691957065,0.124514561,0.27238776,7424133193,2022243013,0.315259759,17189,5419,25.41013825,4,1311.848508,264.296051,859.7408357,15866.93903,7,106.4654378,649.5437788,0.009177544,0.148753375
4949,0,87.24931501,0.025934939,Urban city and town,52,25.3,1270,3.935693212,20.45134395,4.144698716,649.4861111,0.216222528,0.691957065,0.124514561,0.27238776,7424133193,2022243013,0.315259759,17189,5419,23.68055556,3.310185185,2013.295348,378.0464281,1278.804665,13265.80811,7,109.337963,672.0601852,0.008879765,0.147555764
4950,0,85.75890402,0.03027791,Urban city and town,52,25.3,1270,3.935693212,20.45134395,4.144698716,626.2702703,0.216222528,0.691957065,0.124514561,0.27238776,7424133193,2022243013,0.315259759,17189,5419,21.55984556,4,1060.131729,595.3813837,2419.178916,22697.50355,7.06949807,104.7837838,630.4131274,0.009527347,0.150675115
4951,0.06002549,133.2767123,0.033273574,Urban city and town,34,26.2,2476,4.559166213,23.50824326,4.666498152,964.9338235,0.225192181,0.711777949,0.082851966,0.267681952,8260474360,2211179899,0.241345203,14154,3416,27.19852941,5,2287.579807,431.8932927,2356.24634,34428.56127,17.11029412,157.1544118,1368.610294,0.011086808,0.112945294
4952,0.02404638,83.17260274,0.027058697,Urban city and town,52,14.3,1270,4.497709565,17.94131732,4.273694061,405.9418605,0.216222528,0.691957065,0.124514561,0.272585594,6797454592,1852888196,0.258656312,28072,7261,8.724806202,3.298449612,2698.242843,1483.704287,2445.196774,6608.586385,4.891472868,116.3449612,700.5155039,0.005941347,0.147540016
4953,0.044368808,45.07671228,0.024505941,Rural town and fringe,52,14.3,1270,4.497709565,17.94131732,4.273694061,330.3402062,0.216222528,0.691957065,0.124514561,0.272585594,6797454592,1852888196,0.258656312,28072,7261,8.865979381,4,3548.187024,2070.860709,4192.912686,23473.33894,6.020618557,98.63917526,615.4948454,0.008360873,0.145336239
4954,0.036413821,82.38630141,0.028196134,Urban city and town,52,14.3,1270,4.497709565,17.94131732,4.273694061,546.0572391,0.216222528,0.691957065,0.124514561,0.272585594,6797454592,1852888196,0.258656312,28072,7261,18.24242424,4,2822.987893,487.7964218,2368.735829,13771.54723,5.875420875,106.0740741,666.013468,0.007553933,0.143899142
4955,0.06739291,74.19178078,0.027859633,Urban city and town,52,14.3,1270,4.497709565,17.94131732,4.273694061,493.0157895,0.216222528,0.691957065,0.124514561,0.272585594,6797454592,1852888196,0.258656312,28072,7261,14.25789474,3.678947368,3277.134882,804.9214842,2465.166675,8605.857358,4.657894737,109.8473684,684.7315789,0.005830601,0.143254527
4956,0.046752914,85.55616439,0.030922523,Urban city and town,52,14.3,1270,4.497709565,17.94131732,4.273694061,574.3073171,0.216222528,0.691957065,0.124514561,0.272585594,6797454592,1852888196,0.258656312,28072,7261,18.11707317,3.341463415,2218.920918,814.6348536,1695.417267,10147.57612,5.917073171,113.3756098,691.2146341,0.00729135,0.147159848
4957,0,90.16438356,0.034368702,Urban city and town,34,26.2,2476,4.559166213,23.50824326,4.666498152,887.1587302,0.225192181,0.711777949,0.082851966,0.267681952,8260474360,2211179899,0.241345203,14154,3416,23.42857143,5,2958.79617,367.7484597,1917.616363,37467.67403,17,154.1746032,1358.642857,0.011112574,0.111893054
4958,0.027436045,109.3452055,0.026614663,Urban city and town,52,17.4,1270,4.303909753,19.70492682,4.181300035,595.1302817,0.216222528,0.691957065,0.124514561,0.27211168,7958902700,2165710388,0.304353035,25040,7621,14.86267606,4.35915493,1711.039643,819.0199857,1752.426669,11849.12385,7,121.8239437,720.1549296,0.008254953,0.15174366
4959,0,18.63835618,0.02498871,Rural village,52,17.4,1270,4.303909753,19.70492682,4.181300035,301.0377358,0.216222528,0.691957065,0.124514561,0.27211168,7958902700,2165710388,0.304353035,25040,7621,3.679245283,4.509433962,4705.107678,333.8400787,5790.276415,18614.21092,7,124.8301887,824.9622642,0.007317821,0.137751028
4960,0,101.6931507,0.03088198,Urban city and town,52,17.4,1270,4.303909753,19.70492682,4.181300035,545.1807229,0.216222528,0.691957065,0.124514561,0.27211168,7958902700,2165710388,0.304353035,25040,7621,12.52208835,3.401606426,2683.141194,373.4055522,2129.226117,26307.03002,7.136546185,122.7951807,786.4056225,0.007796483,0.141930967
